id_tovara,id_language,name_tovara,category_tovara,h2
625,1,Букет из 35 тюльпанов &quot;Нега&quot;,1164,Быстрая доставка букет из 35 тюльпанов &quot;Нега&quot; в Минске
625,2,Bouquet of flowers &quot;35 Prelude Tulip&quot;,1164,Fast delivery of bouquet of flowers &quot;35 Prelude Tulip&quot; in Minsk
642,1,Букет из 25 розовых роз и ирисов &quot;Незабываемый аромат&quot;,1104,Быстрая доставка букет из 25 розовых роз и ирисов &quot;Незабываемый аромат&quot; в Минске
642,2,Bouquet of  flowers &quot;A Spray of Roses&quot;,1104,Buy bouquet of  flowers &quot;A Spray of Roses&quot; in Minsk
843,1,Подарочная корзина конфет &quot;Для Любимых&quot;,1165,Закажите подарочная корзина конфет &quot;Для Любимых&quot; с доставкой в Беларуси
843,2,Gift basket of sweets &quot;For Lovers&quot;,1165,Delivery of gift basket of sweets &quot;For Lovers&quot; all over Belarus
723,1,Букет из 51 белой кустовой розы,1104,Доставка букет из 51 белой кустовой розы по Минску – удобно и быстро
723,2,Round bouquet of 51 white spray roses,1104,Best prices for round bouquet of 51 white spray roses with delivery to Minsk
987,1,Кофейная корзинка №1,1142,Доставка кофейная корзинка №1 по Минску – удобно и быстро
549,1,Букет из гербер и хризантем &quot;Цветочный карнавал&quot;,1122,Купить букет из гербер и хризантем &quot;Цветочный карнавал&quot; с доставкой по Минску
549,2,Hand-tied Bouquet &quot;The Flowers Carnival&quot;,1122,Deliver hand-tied bouquet &quot;The Flowers Carnival&quot; to Minsk and Belarus
956,1,"Открытка &quot;С Новым Годом&quot; №4, ручная работа",1176,"Купить открытка &quot;С Новым Годом&quot; №4, ручная работа в Минске"
956,2,"Postcard &quot;happy new year&quot; №4, handmade",1176,"Buy postcard &quot;happy new year&quot; №4, handmade in Minsk"
580,1,Букет из роз &quot;Алые паруса&quot; и плюшевый мишка,1104,Доставить букет из роз &quot;Алые паруса&quot; и плюшевый мишка по Минску и Беларуси
580,2,Red Long Stem Roses with a Teddy Bear,1104,Delivery of red long stem roses with a teddy bear in Minsk - convenient and fast
751,1,Шоколадное ассорти с мишкой и розой,1142,Купить шоколадное ассорти с мишкой и розой с доставкой по Минску
751,2,Chocolate platter with teddy bear and rose,1142,Buy chocolate platter with teddy bear and rose in Minsk
729,1,Цветочная композиция &quot;Вершина Счастья&quot; &amp; Свеча,1150,Лучшие цены на цветочная композиция &quot;Вершина Счастья&quot; &amp; свеча с доставкой по Минску
729,2,Flower Arrangement  &quot;The Tower of Happiness&quot;&amp; Candle,1150,Order flower arrangement  &quot;The Tower of Happiness&quot;&amp; candle with delivery to Belarus
769,1,Букет цветов красная роза и белые тюльпаны,1164,Доставить букет цветов красная роза и белые тюльпаны по Минску и Беларуси
769,2,Flower bouquet Red rose &amp; white tulips,1164,Deliver flower bouquet red rose &amp; white tulips to Minsk and Belarus
955,1,"Открытка &quot;С Новым Годом&quot; №3, ручная работа",1176,"Купить открытка &quot;С Новым Годом&quot; №3, ручная работа с доставкой по Минску"
955,2,"Postcard &quot;happy new year&quot; №3, handmade",1176,"Deliver postcard &quot;happy new year&quot; №3, handmade to Minsk and Belarus"
986,1,Подарочная коробка &quot;Сладкий подарок&quot;,1165,Закажите подарочная коробка &quot;Сладкий подарок&quot; с доставкой в Беларуси
607,1,Чай зеленый в ж/б «Английская роза»,1131,Доставить чай зеленый в ж/б «английская роза» по Минску и Беларуси
607,2,Green tea in a tube &quot;English Rose&quot;,1131,"Place an order for green tea in a tube &quot;English Rose&quot; with delivery Minsk, Belarus"
698,1,Мягкая игрушка зайца &quot;Ляля&quot;,1160,"Оформите заказ на мягкая игрушка зайца &quot;Ляля&quot; с доставкой Минск, Беларусь"
698,2,Soft toy Speckle Lala,1160,Order soft toy speckle lala with delivery to Belarus
715,1,Букет из 21 розовой розы,1104,"Оформите заказ на букет из 21 розовой розы с доставкой Минск, Беларусь"
715,2,Bouquet of 21 Pink Roses,1104,Delivery of bouquet of 21 pink roses all over Belarus
796,1,Букет из 15 хризантем &quot;Страсть&quot;,1122,"Оформите заказ на букет из 15 хризантем &quot;Страсть&quot; с доставкой Минск, Беларусь"
796,2,Bouquet of 15 Chrysanthemums &quot;Passion&quot;,1122,Delivery of bouquet of 15 chrysanthemums &quot;Passion&quot; all over Belarus
718,1,Корзинка из фиалок &quot;Фиалки и бабочки&quot;,1157,Лучшие цены на корзинка из фиалок &quot;Фиалки и бабочки&quot; с доставкой по Минску
718,2,Violet Plants Basket  «Violets And Butterflies»,1157,"Place an order for violet plants basket  «violets and butterflies» with delivery Minsk, Belarus"
641,1,Букет из белых роз &quot;Моя нежная&quot;,1104,Доставка букет из белых роз &quot;Моя нежная&quot; по Минску – удобно и быстро
641,2,Round bouquet of white roses &quot;My gentle&quot;,1104,Best prices for round bouquet of white roses &quot;My gentle&quot; with delivery to Minsk
913,1,"Плюшевый мишка вязаный, коричневый",1161,"Лучшие цены на плюшевый мишка вязаный, коричневый с доставкой по Минску"
913,2,"Teddy bear knitted, brown",1161,"Order teddy bear knitted, brown with delivery to Belarus"
624,1,Букет из 35 тюльпанов &quot;Любимой&quot;,1164,Быстрая доставка букет из 35 тюльпанов &quot;Любимой&quot; в Минске
624,2,Flower Bouquet of 35 tulips &quot;Sunlet&quot;,1164,Delivery of flower bouquet of 35 tulips &quot;Sunlet&quot; in Minsk - convenient and fast
738,1,Композиция из веток сосны &quot;Рождественское утро&quot;,1150,Купить композиция из веток сосны &quot;Рождественское утро&quot; в Минске
738,2,Christmas Pine-Tree Arrangement &quot;Christmas Morning&quot;,1150,Best prices for christmas pine-tree arrangement &quot;Christmas Morning&quot; with delivery to Minsk
664,1,"Розовый небесный фонарик, 108 см",1167,"Доставить розовый небесный фонарик, 108 см по Минску и Беларуси"
664,2,"Chinese Fire Sky Flying Wishing Lantern, pink color",1167,"Order chinese fire sky flying wishing lantern, pink color with delivery to Belarus"
823,1,Букет из 15 розовых роз с эвкалиптом,1104,Доставка букет из 15 розовых роз с эвкалиптом по Минску – удобно и быстро
823,2,Bouquet of 15 pink roses with eucalyptus,1104,Delivery of bouquet of 15 pink roses with eucalyptus all over Belarus
874,1,"Плюшевый мишка с бантом, светло-коричневый",1161,"Лучшие цены на плюшевый мишка с бантом, светло-коричневый с доставкой по Минску"
874,2,"Soft toy teddy bear with bow, light brown",1161,"Buy soft toy teddy bear with bow, light brown in Minsk"
879,1,Санта-Клаус с подарками,1130,Доставить санта-клаус с подарками по Минску и Беларуси
842,1,"Плюшевая игрушка Пандочка, 40 см",1160,"Доставка плюшевая игрушка пандочка, 40 см по всей Беларуси"
842,2,"Plush toy Panda bear, 40 cm",1160,"Order plush toy panda bear, 40 cm with delivery to Belarus"
946,1,Букет из роз и альстромерий,1164,Быстрая доставка букет из роз и альстромерий в Минске
946,2,Bouquet of roses and alstroemerias,1164,Order bouquet of roses and alstroemerias with delivery to Belarus
834,1,Букет из гербер и хризантем,1122,Лучшие цены на букет из гербер и хризантем с доставкой по Минску
834,2,Bouquet of Gerberas &amp; Chrysanthemums,1122,Delivery of bouquet of gerberas &amp; chrysanthemums in Minsk - convenient and fast
795,1,Букет из хризантем и гербер &quot;Улыбка Искренности&quot;,1122,Доставить букет из хризантем и гербер &quot;Улыбка Искренности&quot; по Минску и Беларуси
795,2,Chrysanthemums &amp; Gerberas Bouquet &quot;Sincere Smile&quot;,1122,Order chrysanthemums &amp; gerberas bouquet &quot;Sincere Smile&quot; with delivery to Belarus
972,1,Бело-фиолетовая орхидея в горшке,1157,Лучшие цены на бело-фиолетовая орхидея в горшке с доставкой по Минску
972,2,A white and purple orchid in a pot,1157,Delivery of a white and purple orchid in a pot in Minsk - convenient and fast
854,1,Красные розы в коробке,1175,Закажите красные розы в коробке с доставкой в Беларуси
728,1,Композиция в корзине &quot;Рождественский cад&quot;,1157,Доставка композиция в корзине &quot;Рождественский cад&quot; по Минску – удобно и быстро
728,2,Basket of Plants &quot;Christmas Spirit&quot;,1157,"Place an order for basket of plants &quot;Christmas Spirit&quot; with delivery Minsk, Belarus"
615,1,"Букет из хризантем &quot;Для самой, самой..&quot;",1122,"Купить букет из хризантем &quot;Для самой, самой..&quot; с доставкой по Минску"
615,2,"Bouquet of flowers &quot;For most, the most ..&quot;",1122,"Place an order for bouquet of flowers &quot;For most, the most ..&quot; with delivery Minsk, Belarus"
768,1,Букет из 39 белых тюльпанов,1164,Доставить букет из 39 белых тюльпанов по Минску и Беларуси
768,2,Bouquet of 39 whiteTulips,1164,Delivery of bouquet of 39 whitetulips all over Belarus
971,1,"Открытка &quot;С 8 Марта&quot; №3, ручная работа",1176,"Оформите заказ на открытка &quot;С 8 Марта&quot; №3, ручная работа с доставкой Минск, Беларусь"
971,2,"Postcard &quot;Happy March 8th&quot; №3, handmade",1176,"Buy postcard &quot;Happy March 8th&quot; №3, handmade with delivery to Minsk"
737,1,Букет цветов новогодний &quot;Рождественская улыбка&quot;,1139,Быстрая доставка букет цветов новогодний &quot;Рождественская улыбка&quot; в Минске
737,2,Christmas Flowers Hand-tied Bouquet &quot;Smile of Christmas&quot;,1139,Delivery of christmas flowers hand-tied bouquet &quot;Smile of Christmas&quot; in Minsk - convenient and fast
598,1,Букет из розовых роз &quot;Гармония розового&quot;,1104,Закажите букет из розовых роз &quot;Гармония розового&quot; с доставкой в Беларуси
598,2,Bouquet of Flowers &quot;Harmony of pink&quot;,1104,Buy bouquet of flowers &quot;Harmony of pink&quot; with delivery to Minsk
606,1,Чай зеленый в ж/б &quot;Ирландский завтрак&quot;,1146,Купить чай зеленый в ж/б &quot;Ирландский завтрак&quot; с доставкой по Минску
606,2,Green tea in sticks &quot;Irish breakfast&quot;,1146,"Place an order for green tea in sticks &quot;Irish breakfast&quot; with delivery Minsk, Belarus"
697,1,"Плюшевый мишка с шарфом, светло-коричневый",1160,"Оформите заказ на плюшевый мишка с шарфом, светло-коричневый с доставкой Минск, Беларусь"
697,2,"Soft toy teddy bear with scarf, light brown",1160,"Delivery of soft toy teddy bear with scarf, light brown all over Belarus"
640,1,Букет из 11 красных роз &quot;Изящный выбор&quot;,1104,Доставка букет из 11 красных роз &quot;Изящный выбор&quot; по Минску – удобно и быстро
640,2,Bouquet of 11 Red Roses &quot;Exquisite Choice&quot;,1104,Buy bouquet of 11 red roses &quot;Exquisite Choice&quot; in Minsk
993,1,Подарочная корзина &quot;Влюбленных день&quot;,1163,Быстрая доставка подарочная корзина &quot;Влюбленных день&quot; в Минске
993,2,Gift Basket &quot;For Valentine's Day&quot;,1163,Order gift basket &quot;For Valentine's Day&quot; with delivery to Belarus
809,1,Букет из разноцветных гербер &quot;Энергия Цветов&quot;,1139,Лучшие цены на букет из разноцветных гербер &quot;Энергия Цветов&quot; с доставкой по Минску
809,2,Bouquet of multi- colored gerberas &quot;Floral Energy&quot;,1139,"Place an order for bouquet of multi- colored gerberas &quot;Floral Energy&quot; with delivery Minsk, Belarus"
767,1,Букет из 17 розовых тюльпанов,1164,Доставить букет из 17 розовых тюльпанов по Минску и Беларуси
767,2,Flower bouquet of 17 Pink Tulips,1164,Best prices for flower bouquet of 17 pink tulips with delivery to Minsk
554,1,"Набор конфет &quot;Белорусский сувенир&quot;, 1000 г.",1142,"Быстрая доставка набор конфет &quot;Белорусский сувенир&quot;, 1000 г. в Минске"
554,2,"Assorted candies &quot;Belarusian souvenir&quot;, 1000, gr.",1142,"Best prices for assorted candies &quot;Belarusian souvenir&quot;, 1000, gr. with delivery to Minsk"
727,1,Букет из роз &quot;Рождественская улыбка&quot;,1104,"Оформите заказ на букет из роз &quot;Рождественская улыбка&quot; с доставкой Минск, Беларусь"
727,2,Hand-tied Bouquet &quot;Christmas smile&quot;,1104,"Place an order for hand-tied bouquet &quot;Christmas smile&quot; with delivery Minsk, Belarus"
970,1,Букет из 15 белых роз с эвкалиптом,1129,Доставка букет из 15 белых роз с эвкалиптом по Минску – удобно и быстро
970,2,Bouquet of 15 white roses,1129,Best prices for bouquet of 15 white roses with delivery to Minsk
900,1,Белый Плюшевый мишка с розой и подарком,1119,Доставка белый плюшевый мишка с розой и подарком по Минску – удобно и быстро
900,2,White Teddy bear with a rose and a gift.,1119,Buy white teddy bear with a rose and a gift. in Minsk
822,2,Bouquet of 15 White Roses,1104,Delivery of bouquet of 15 white roses in Minsk - convenient and fast
639,1,Букет из 15 желтых роз и 9 белых альстромерий,1104,Купить букет из 15 желтых роз и 9 белых альстромерий с доставкой по Минску
639,2,Yellow Roses&amp; White Alstroemeria Flower Bouquet,1104,Delivery of yellow roses&amp; white alstroemeria flower bouquet all over Belarus
868,1,Подарочная корзина &quot;Зимняя сказка &quot;,1165,Быстрая доставка подарочная корзина &quot;Зимняя сказка &quot; в Минске
868,2,Gift basket &quot;Winter's Tale &quot;,1165,Best prices for gift basket &quot;Winter's Tale &quot; with delivery to Minsk
588,1,Букет из 11 розовых роз &quot;Моя Прелесть&quot;,1104,Купить букет из 11 розовых роз &quot;Моя Прелесть&quot; с доставкой по Минску
588,2,Bouquet of Flowers &quot;Charm&quot;,1104,Best prices for bouquet of flowers &quot;Charm&quot; with delivery to Minsk
736,1,Букет из гербер &quot;Рубиновое Рождество&quot;,1139,Закажите букет из гербер &quot;Рубиновое Рождество&quot; с доставкой в Беларуси
736,2,Christmas Bouquet &quot;Ruby Red Christmas&quot;,1139,Order christmas bouquet &quot;Ruby Red Christmas&quot; with delivery to Belarus
912,1,"Мишка с сердцем, белый, 26 см",1161,"Оформите заказ на мишка с сердцем, белый, 26 см с доставкой Минск, Беларусь"
912,2,"Teddy bear with heart, white",1161,"Deliver teddy bear with heart, white to Minsk and Belarus"
862,1,Цветы в коробке &quot;Нежность&quot;,1175,Быстрая доставка цветы в коробке &quot;Нежность&quot; в Минске
862,2,Flowers in a box &quot;Tenderness&quot;,1175,Deliver flowers in a box &quot;Tenderness&quot; to Minsk and Belarus
878,1,Рождественская композиция &quot;Яркий праздник&quot;,1163,Доставка рождественская композиция &quot;Яркий праздник&quot; по Минску – удобно и быстро
878,2,Christmas composition &quot;Bright holiday&quot;,1163,Buy christmas composition &quot;Bright holiday&quot; in Minsk
853,1,Букет из роз и хризантем,1103,Доставить букет из роз и хризантем по Минску и Беларуси
853,2,Roses &amp; Chrysanthemums Bouquet,1103,Best prices for roses &amp; chrysanthemums bouquet with delivery to Minsk
873,1,"Плюшевый мишка с бантом, белый",1161,"Доставка плюшевый мишка с бантом, белый по всей Беларуси"
873,2,"Soft toy teddy bear with bow, white",1161,"Delivery of soft toy teddy bear with bow, white all over Belarus"
696,1,"Плюшевый мишка &quot;Тони&quot;, кофе, 100 см",1160,"Купить плюшевый мишка &quot;Тони&quot;, кофе, 100 см с доставкой по Минску"
696,2,"Soft toy teddy bear &quot;Tony&quot;, coffee, 100 cm",1160,"Delivery of soft toy teddy bear &quot;Tony&quot;, coffee, 100 cm in Minsk - convenient and fast"
985,1,Подарочный набор &quot;Новый год&quot;,1165,Доставить подарочный набор &quot;Новый год&quot; по Минску и Беларуси
985,2,New Year Gift Set,1165,"Place an order for new year gift set with delivery Minsk, Belarus"
778,1,Букет из альстромерий &quot;Чудесный рассвет&quot;,1164,"Оформите заказ на букет из альстромерий &quot;Чудесный рассвет&quot; с доставкой Минск, Беларусь"
778,2,Bouquet of multi-colored Alstroemeria &quot;Wonderful Sunrise&quot;,1164,Buy bouquet of multi-colored alstroemeria &quot;Wonderful Sunrise&quot; in Minsk
570,1,Букет из 33 жёлтых роз &quot;Желанные розы&quot;,1104,Купить букет из 33 жёлтых роз &quot;Желанные розы&quot; в Минске
570,2,Bouquet of 33 yellow roses &quot;Sunshine bouquet&quot;,1104,Fast delivery of bouquet of 33 yellow roses &quot;Sunshine bouquet&quot; in Minsk
821,1,"Букет из белых роз, гвоздик и альстромерий",1104,"Доставка букет из белых роз, гвоздик и альстромерий по Минску – удобно и быстро"
821,2,"Bouquet of white Roses, Carnations and Alstromerias",1104,"Deliver bouquet of white roses, carnations and alstromerias to Minsk and Belarus"
577,1,Букет из роз и гербер &quot;С любовью...&quot;,1133,Закажите букет из роз и гербер &quot;С любовью...&quot; с доставкой в Беларуси
577,2,Bouquet of flowers &quot;Gerbera's dream&quot;,1133,Deliver bouquet of flowers &quot;Gerbera's dream&quot; to Minsk and Belarus
623,1,Букет из 45 тюльпанов &quot;Моя самая большая любовь&quot;,1164,Закажите букет из 45 тюльпанов &quot;Моя самая большая любовь&quot; с доставкой в Беларуси
623,2,"Bouquet of flowers &quot;My greatest love&quot;, 45 tulips",1164,"Fast delivery of bouquet of flowers &quot;My greatest love&quot;, 45 tulips in Minsk"
932,1,"Открытка &quot;С 8 Марта&quot; №1, ручная работа",1176,"Закажите открытка &quot;С 8 Марта&quot; №1, ручная работа с доставкой в Беларуси"
932,2,"Postcard &quot;Happy March 8&quot; №1, handmade",1176,"Delivery of postcard &quot;Happy March 8&quot; №1, handmade in Minsk - convenient and fast"
931,1,"Открытка &quot;С 8 Марта&quot; №2, ручная работа",1176,"Доставить открытка &quot;С 8 Марта&quot; №2, ручная работа по Минску и Беларуси"
931,2,"Postcard &quot;Happy March 8&quot; №2, handmade",1176,"Fast delivery of postcard &quot;Happy March 8&quot; №2, handmade in Minsk"
597,1,Букет из белых роз &quot;Незабываемый аромат&quot;,1104,Доставка букет из белых роз &quot;Незабываемый аромат&quot; по всей Беларуси
597,2,Bouquet of white roses &quot;Unforgettable aroma&quot;,1104,Buy bouquet of white roses &quot;Unforgettable aroma&quot; in Minsk
587,1,Букет цветов &quot;3 Красные Розы&quot;,1104,Лучшие цены на букет цветов &quot;3 Красные Розы&quot; с доставкой по Минску
587,2,Bouquet of Flowers &quot;3 Red Roses&quot;,1104,Delivery of bouquet of flowers &quot;3 Red Roses&quot; in Minsk - convenient and fast
605,1,Мягкая игрушка медведя &quot;Тоффи&quot;,1160,Закажите мягкая игрушка медведя &quot;Тоффи&quot; с доставкой в Беларуси
605,2,Soft toy &quot;Teddy Bear Toffi&quot;,1160,Delivery of soft toy &quot;Teddy Bear Toffi&quot; in Minsk - convenient and fast
695,1,"Плюшевый мишка, белый, 100 см.",1160,"Доставить плюшевый мишка, белый, 100 см. по Минску и Беларуси"
695,2,"Soft toy teddy bear, white, 100 cm.",1160,"Deliver soft toy teddy bear, white, 100 cm. to Minsk and Belarus"
674,1,Букет из 25 роз &quot;Божественная любовь&quot;,1104,Доставка букет из 25 роз &quot;Божественная любовь&quot; по всей Беларуси
674,2,Bouquet of 25 Red and White Roses &quot;Divine Love&quot;,1104,Order bouquet of 25 red and white roses &quot;Divine Love&quot; with delivery to Belarus
930,1,"Фольгированный шарик &quot;Люблю до чёртиков&quot;, №1",1167,"Доставка фольгированный шарик &quot;Люблю до чёртиков&quot;, №1 по Минску – удобно и быстро"
930,2,Helium balloon &quot;I love to hell&quot; № 600,1167,Deliver helium balloon &quot;I love to hell&quot; № 600 to Minsk and Belarus
841,1,"Букет из хризантем, альстромерий и роз &quot;Яркие краски дня&quot;",1104,"Купить букет из хризантем, альстромерий и роз &quot;Яркие краски дня&quot; с доставкой по Минску"
841,2,"Bouquet of chrysanthemums, alstroemeria and roses &quot;Bright Colors of the Day&quot;",1104,"Best prices for bouquet of chrysanthemums, alstroemeria and roses &quot;Bright Colors of the Day&quot; with delivery to Minsk"
540,1,Букет из роз и ирисов &quot;Королеве красоты&quot;,1104,"Оформите заказ на букет из роз и ирисов &quot;Королеве красоты&quot; с доставкой Минск, Беларусь"
540,2,Bouquet of Flowers &quot;The Queen of Beauty &quot;,1104,Best prices for bouquet of flowers &quot;The Queen of Beauty &quot; with delivery to Minsk
709,1,Горшечное растение &quot;Фикус&quot;,1157,Закажите горшечное растение &quot;Фикус&quot; с доставкой в Беларуси
709,2,Ficus Plant,1157,"Place an order for ficus plant with delivery Minsk, Belarus"
820,2,Bouquet of 27 Pink Roses,1104,Buy bouquet of 27 pink roses with delivery to Minsk
899,1,"Конфеты шоколадные &quot;Ракушки&quot;, 195 гр.",1142,"Быстрая доставка конфеты шоколадные &quot;Ракушки&quot;, 195 гр. в Минске"
899,2,"Chocolate box &quot;Shells&quot;, 195 gr.",1142,"Delivery of chocolate box &quot;Shells&quot;, 195 gr. all over Belarus"
984,1,Букет цветов По-белорусски,1164,Доставка букет цветов по-белорусски по всей Беларуси
984,2,Bouquet of flowers Belarusian style,1164,Buy bouquet of flowers belarusian style with delivery to Minsk
569,1,Букет из 35 белых роз &quot;Нежные розы&quot;,1104,Купить букет из 35 белых роз &quot;Нежные розы&quot; с доставкой по Минску
569,2,Bouquet of 35 white roses &quot;White swan&quot;,1104,Deliver bouquet of 35 white roses &quot;White swan&quot; to Minsk and Belarus
911,1,Жёлтые хризантемы с мишкой,1122,Доставка жёлтые хризантемы с мишкой по всей Беларуси
911,2,Yellow chrysanthemums with bear,1122,Delivery of yellow chrysanthemums with bear all over Belarus
766,1,Букет из 11 красных тюльпанов,1164,Закажите букет из 11 красных тюльпанов с доставкой в Беларуси
766,2,Bouquet of 11 Red tulips,1164,Best prices for bouquet of 11 red tulips with delivery to Minsk
694,1,Букет из 15 белых ромашковых хризантем,1122,Купить букет из 15 белых ромашковых хризантем с доставкой по Минску
694,2,Bouquet of flowers  «White Сamomile Сhrysanthemums»,1122,Fast delivery of bouquet of flowers  «white сamomile сhrysanthemums» in Minsk
941,2,Sweet basket with a rose and a bear,1142,"Place an order for sweet basket with a rose and a bear with delivery Minsk, Belarus"
539,1,Букет из хризантем &quot;Мечта Золушки&quot;,1122,"Оформите заказ на букет из хризантем &quot;Мечта Золушки&quot; с доставкой Минск, Беларусь"
539,2,Bouquet of flowers &quot;Cinderella's dream&quot;,1122,Fast delivery of bouquet of flowers &quot;Cinderella's dream&quot; in Minsk
979,2,Bouquet of 63 red roses,1104,Best prices for bouquet of 63 red roses with delivery to Minsk
638,1,Букет из розовых роз в вазе и плюшевый мишка,1104,Купить букет из розовых роз в вазе и плюшевый мишка с доставкой по Минску
638,2,Pink Roses in a Vase &amp; Teddy Bear,1104,Buy pink roses in a vase &amp; teddy bear with delivery to Minsk
929,1,Подарочный набор №1,1176,Закажите подарочный набор №1 с доставкой в Беларуси
945,1,Букетик из 11 красных роз,1104,Доставка букетик из 11 красных роз по всей Беларуси
945,2,Bouquet of 11 red roses,1104,Delivery of bouquet of 11 red roses in Minsk - convenient and fast
983,1,Королевская орхидея розовая,1127,Лучшие цены на королевская орхидея розовая с доставкой по Минску
935,1,Разноцветный букет &quot;Красочность&quot;,1109,Доставка разноцветный букет &quot;Красочность&quot; по Минску – удобно и быстро
935,2,Multicolored bouquet &quot;Colourfulness&quot;,1109,Delivery of multicolored bouquet &quot;Colourfulness&quot; in Minsk - convenient and fast
563,1,Букет лилий &quot;Нежная фантазия&quot;,1127,Быстрая доставка букет лилий &quot;Нежная фантазия&quot; в Минске
563,2,Bouquet of flowers &quot;Fantasy of White&quot;,1127,Buy bouquet of flowers &quot;Fantasy of White&quot; in Minsk
777,1,Корзина из роз в форме сердца &quot;Розовое сердце&quot;,1150,Доставить корзина из роз в форме сердца &quot;Розовое сердце&quot; по Минску и Беларуси
777,2,Heart-shaped arrangement &quot;Pink heart&quot;,1150,"Place an order for heart-shaped arrangement &quot;Pink heart&quot; with delivery Minsk, Belarus"
877,1,Плюшевая свинка с розой и конфетами,1142,Быстрая доставка плюшевая свинка с розой и конфетами в Минске
877,2,Plush pig with rose and candies,1142,Delivery of plush pig with rose and candies in Minsk - convenient and fast
560,1,Букет из роз &quot;Розовые мечты&quot; в стеклянной вазе,1104,Доставка букет из роз &quot;Розовые мечты&quot; в стеклянной вазе по Минску – удобно и быстро
560,2,Bouquet of flowers &quot;Pink Elegance&quot;in a Vase,1104,"Place an order for bouquet of flowers &quot;Pink Elegance&quot;in a vase with delivery Minsk, Belarus"
794,1,Букет из красных роз и белых хризантем &quot;Одно Целое&quot;,1122,Доставка букет из красных роз и белых хризантем &quot;Одно Целое&quot; по Минску – удобно и быстро
794,2,Bouquet of Red Roses &amp; White Chrysanthemums &quot;Undivided&quot;,1122,Deliver bouquet of red roses &amp; white chrysanthemums &quot;Undivided&quot; to Minsk and Belarus
663,1,5 разноцветных гелиевых шара,1167,Купить 5 разноцветных гелиевых шара с доставкой по Минску
663,2,Set of 5 Helium Many-Coloured Ballons,1167,Fast delivery of set of 5 helium many-coloured ballons in Minsk
714,1,Букет из 21 красной розы &quot;Марта&quot;,1104,Быстрая доставка букет из 21 красной розы &quot;Марта&quot; в Минске
714,2,Bouquet of  21 Red Roses &quot;Marta&quot;,1104,Best prices for bouquet of  21 red roses &quot;Marta&quot; with delivery to Minsk
840,1,"Букет из хризантем, альстромерий и роз &quot;Краски Дня&quot;",1104,"Лучшие цены на букет из хризантем, альстромерий и роз &quot;Краски Дня&quot; с доставкой по Минску"
840,2,"Bouquet of Сhrysanthemums, Alstroemeria&amp; Roses &quot;Colors of The Day&quot;",1104,"Place an order for bouquet of сhrysanthemums, alstroemeria&amp; roses &quot;Colors of The Day&quot; with delivery Minsk, Belarus"
622,1,Букет 33 тюльпанов &quot;Моя большая любовь&quot;,1164,Быстрая доставка букет 33 тюльпанов &quot;Моя большая любовь&quot; в Минске
622,2,"Bouquet of flowers &quot;My big love&quot;, 33 tulips",1164,"Buy bouquet of flowers &quot;My big love&quot;, 33 tulips in Minsk"
833,1,"Букет из белых роз, лилий и альстромерий",1104,"Купить букет из белых роз, лилий и альстромерий в Минске"
833,2,Bouquet of White Roses&amp; Lilies,1104,Delivery of bouquet of white roses&amp; lilies in Minsk - convenient and fast
722,1,Букет из 35 кустовых красных роз,1104,Быстрая доставка букет из 35 кустовых красных роз в Минске
722,2,Bouquet of 35 Red Spray Roses,1104,Fast delivery of bouquet of 35 red spray roses in Minsk
586,1,Корзина из белых роз &quot;Белоснежка&quot;,1150,Быстрая доставка корзина из белых роз &quot;Белоснежка&quot; в Минске
586,2,Elegant basket of White Roses &quot;Snow White&quot;,1150,Delivery of elegant basket of white roses &quot;Snow White&quot; all over Belarus
785,1,Букет из белых альстромерий и роз &quot;Белоснежка&quot;,1164,Доставка букет из белых альстромерий и роз &quot;Белоснежка&quot; по всей Беларуси
785,2,White Roses and Alstromeria Bouquet &quot;Snow white&quot;,1164,Buy white roses and alstromeria bouquet &quot;Snow white&quot; in Minsk
559,1,Цветочная корзина с розами &quot;Романтическая Любовь&quot;,1150,"Оформите заказ на цветочная корзина с розами &quot;Романтическая Любовь&quot; с доставкой Минск, Беларусь"
559,2,Flower Basket with Roses &quot;Romantic Love&quot;,1150,Buy flower basket with roses &quot;Romantic Love&quot; in Minsk
819,1,"Цветочная композиция из лилий, роз, эустом",1150,"Купить цветочная композиция из лилий, роз, эустом с доставкой по Минску"
819,2,"Flower arrangement of lilies, roses, eustoma",1150,"Delivery of flower arrangement of lilies, roses, eustoma all over Belarus"
621,1,Букет из 15 тюльпанов &quot;Обыкновенное чудо&quot;,1164,"Оформите заказ на букет из 15 тюльпанов &quot;Обыкновенное чудо&quot; с доставкой Минск, Беларусь"
621,2,Flower Bouquet of 15 tulips &quot;Mystery&quot;,1164,Delivery of flower bouquet of 15 tulips &quot;Mystery&quot; all over Belarus
898,1,"Коробка конфет &quot;Трюфели&quot;, 300 гр.",1142,"Быстрая доставка коробка конфет &quot;Трюфели&quot;, 300 гр. в Минске"
898,2,"Box of chocolates &quot;Truffles&quot;, 300 gr.",1142,"Delivery of box of chocolates &quot;Truffles&quot;, 300 gr. in Minsk - convenient and fast"
637,1,Букет из 3 красных роз и Плюшевый мишка,1104,Доставка букет из 3 красных роз и плюшевый мишка по Минску – удобно и быстро
637,2,3 Red Roses &amp; Small Teddy Bear,1104,Fast delivery of 3 red roses &amp; small teddy bear in Minsk
